Q100	Boston
Q1044042	Carnival Dream
Q1044048	Carnival Ecstasy
Q1044050	Carnival Elation
Q1044053	Carnival Fascination
Q1044059	Carnival Corporation & plc
Q1044060	Carnival Freedom
Q1044066	Carnival Liberty
Q1044070	Carnival Magic
Q1044074	Carnival Legend
Q1044080	Carnival Miracle
Q1044084	Carnival Pride
Q1044086	Carnival Triumph
Q1044097	Route nationale 6
Q1044183	Carol Littleton
Q10442	Lichtenfels
Q1044291	Carolco Pictures
Q104431	Forcalquier
Q1044367	Luigi Balzarini
Q104437	Yukon River
Q10444	Bamberg
Q10445	Forchheim
Q1044523	Office Space
Q104454	Mario Götze
Q1044635	Bewitched
Q1044651	Vegalta Sendai
Q10447	Erlangen-Höchstadt
Q10449	Nürnberger Land
Q1044987	Hankyū Senri Line
Q1045	Somalia
Q104506	Björn Borg
Q10451	Roth
Q104514	Adrien Brody
Q1045165	Shane
Q10453	Weißenburg-Gunzenhausen
Q1045305	Keisei Narita Airport Line
Q1045355	Terenzio, Count Mamiani della Rovere
Q10454	Ansbach
Q10455	Fürth
Q10456	Neustadt (Aisch)-Bad Windsheim
Q104565	Darfo Boario Terme
Q1045665	Carsten Schneider
Q104571	Dello
Q104577	Desenzano del Garda
Q10458	Würzburg
Q104585	Edolo
Q104590	Erbusco
Q104595	Esine
Q104598	Fiesse
Q104599	Götz Briefs
Q1045997	Oleg Litvinenko
Q1046009	Talgat Bigeldinov
Q104602	Flero
Q10461	Schweinfurt
Q104616	Gambara
Q104619	Gardone Riviera
Q10462	Haßberge
Q104623	Gardone Val Trompia
Q1046234	Cary Odell
Q104628	Gargnano
Q1046295	The Princess Diaries
Q104631	Gavardo
Q104635	Ghedi
Q1046367	Shandong Taishan F.C.
Q104637	Gianico
Q104643	Gottolengo
Q1046438	Prince Kusakabe
Q10465	Rhön-Grabfeld
Q104653	Gussago
Q10466	Bad Kissingen
Q1046625	Casablanca Group
Q10467	FC Barcelona B
Q10469	Main-Spessart
Q104704	Werner Pöls
Q10471	Aschaffenburg
Q104712	Elbląg
Q1047123	Dému
Q1047147	Casey Borer
Q1047175	Casey Hankinson
Q10472	Miltenberg
Q104720	Zielona Góra
Q1047206	Lake Kariba
Q104725	Płock
Q1047259	Casey Siemaszko
Q1047261	Casey Stengel
Q104731	Gorzów Wielkopolski
Q10474	Kelheim
Q104740	Radom
Q1047410	Walt Disney Animation Studios
Q104746	Kronoberg county
Q10475	Landshut
Q1047535	Kyoto Sanga FC
Q104761	Bayer 04 Leverkusen
Q10477	Rottal-Inn
Q104770	1. FC Köln
Q104791	Ed Harris
Q10480	Dingolfing-Landau
Q1048085	Black Rain
Q104814	Aliens
Q1048166	Casper
Q10482	Straubing-Bogen
Q10483	Regen district
Q104845	Idro
Q1048495	flydubai
Q1048497	Anceins
Q10485	Deggendorf
Q104859	Michael Collins
Q1048645	Hostel: Part II
Q104865	Vladimir Komarov
Q10487	Freyung-Grafenau
Q1048755	Chambois
Q1048767	2003 Giro d'Italia
Q104877	Västerbotten County
Q1048779	2005 Vuelta a España
Q1048846	The Sum of All Fears
Q1048856	All in the Family
Q104887	Incudine
Q1048898	University of Vermont
Q10489	Passau
Q1048958	Stuart Little
Q104898	Norman Foster
Q1049	Sudan
Q104905	WALL·E
Q1049095	Rent
Q10491	Eichstätt
Q104911	Iseo
Q1049129	Itō Line
Q1049139	Spy Game
Q104920	Isorella
Q104926	Uppsala County
Q10493	Neuburg-Schrobenhausen
Q104933	Lavenone
Q104940	Östergötland County
Q1049480	This Means War
Q1049545	Clash of the Titans
Q10496	Pfaffenhofen
Q1049617	2003 Vuelta a España
Q104963	Leno
Q10497	Freising
Q104973	Limone sul Garda
Q104978	Lodrino
Q1049803	Akō Line
Q10499	Córdoba CF
Q1049916	Divine Secrets of the Ya-Ya Sisterhood
Q104992	Stefan Dittrich
Q104993	Robert Vorhoelzer
Q104994	Los Angeles County
Q1050	Eswatini
Q10500	Dachau
Q1050154	Cat Island
Q1050159	Central Nippon Expressway Company
Q105018	Lograto
Q10502	Fürstenfeldbruck
Q10502548	Luke Ayling
Q105031	Home Alone
Q105039	Lonato del Garda
Q10504	Starnberg
Q105045	Longhena
Q1050533	Catch-22
Q105054	Losine
Q1050541	Catchfire
Q105060	Sosnowiec
Q1050603	Deadwood
Q105063	Lozio
Q10507	Landsberg
Q105070	Lumezzane
Q105075	Västmanland County
Q1050815	Halloween H20: 20 Years Later
Q10509	Elche
Q105090	Christian Enzensberger
Q105095	Maclodio
Q105101	Magasa
Q1051013	Paris FC
Q1051023	Frankenweenie
Q105110	Mairano
Q105118	Sidney Sheldon
Q10512	Elche CF
Q1051203	Qatar SC
Q1051236	Soyuz TM-29
Q1051238	Sagan Tosu
Q105127	Malegno
Q1051315	Cats & Dogs
Q105135	Malonno
Q105142	Manerba del Garda
Q1051469	The Core
Q105148	Manerbio
Q1051496	Cutthroat Island
Q1051514	Raja Casablanca
Q105155	Marcheno
Q10516	Weilheim-Schongau
Q105160	Marmentino
Q105168	Marone
Q105176	Mazzano
Q10517652	Gustavo cuellar
Q10518	Garmisch-Partenkirchen
Q1051840	Sarah Lawrence College
Q1051995	Senzan Line
Q10520	David Beckham
Q105217	Milzano
Q10522	Bad Tölz-Wolfratshausen
Q105221	Dan Aykroyd
Q1052219	Ceará Sporting Club
Q105224	Moniga del Garda
Q1052260	New Year's Eve
Q105228	Carlos Sastre
Q10523	Miesbach
Q105231	Monno
Q105239	Monte Isola
Q105247	Monticelli Brusati
Q10525074	Taha Ismail
Q105254	1. FSV Mainz 05
Q1052545	Kintetsu Osaka Line
Q105256	Montichiari
Q10526	Rosenheim
Q105263	Montirone
Q10526787	Wataru Endo
Q105270	Mura, Lombardy
Q10528	Traunstein
Q1052823	Celebrity Cruises
Q1052826	Celebrity
Q1052827	Celebrity Equinox
Q1052839	Celebrity Silhouette
Q105295	Muscoline
Q1052984	Pennsylvania Route 56
Q105303	Nave, Lombardy
Q1053145	National Transportation Safety Board
Q105317	Niardo
Q1053192	Celtel
Q105320	Berthe Morisot
Q105325	Nuvolento
Q10533	Altötting
Q105332	Nuvolera
Q105337	Odolo
Q1053386	Čeněk Kottnauer
Q10535842	Ottavio Missoni
Q10536	John Barnes
Q1053647	Hanshin Main Line
Q1053657	1972–73 Serie B
Q105367	Offlaga
Q1053672	1955–56 Serie B
Q10537	Mühldorf
Q1053701	1959–60 Serie B
Q1053711	1954–55 Serie B
Q1053714	1952–53 Serie B
Q1053724	1956–57 Serie B
Q105376	Ome, Lombardy
Q1053766	1949–50 Serie B
Q1053771	1953–54 Serie B
Q1053786	Central Español
Q105387	Independence Day
Q10539	District of Erding
Q105390	Ono San Pietro
Q105399	Orzinuovi
Q105407	Orzivecchi
Q10541	Ebersberg
Q105416	Ospitaletto
Q105423	Ossimo
Q105429	Gustav Niemann
Q1054298	Democratic and Social Centre – People's Party
Q10543063	Korken Yenkibarian
Q1054325	St. Clair River
Q10544	Munich
Q1054520	Hankyū Kōbe Main Line
Q105460	John Denver
Q10547	Lower Franconia
Q1054717	Tadami Line
Q1054807	TMS Entertainment
Q105487	Maurice Jarre
Q1055	Hamburg
Q1055023	Japan National Route 4
Q10551	Middle Franconia
Q1055299	Scary Movie 4
Q1055332	The Outsiders
Q10554	Upper Franconia
Q10555	Upper Palatinate
Q1055522	Japan National Route 9
Q1055550	Japan National Route 7
Q1055580	Shiroishi Station
Q10556394	Claudiney Ramos
Q10557	Swabia
Q1055776	Hoshi Sato
Q1055793	Long Way Round
Q10559	Lower Bavaria
Q105598	Die Hard
Q10560	Freddie Ljungberg
Q1056040	Yamada Line
Q1056120	Décines-Charpieu
Q1056176	Japan National Route 14
Q1056193	Japan National Route 13
Q10562	Upper Bavaria
Q1056202	Suigun Line
Q1056211	Uetsu Main Line
Q1056225	The Last Days of Pompeii
Q1056228	Koumi Line
Q1056237	Hugo Award for Best Related Work
Q105624	The Bourne Identity
Q1056251	Hugo Award for Best Short Story
Q1056257	Black Bart
Q1056265	Hugo Award for Best Novelette
Q1056270	Johnny Apollo
Q1056317	I Dream Too Much
Q1056467	Devotion
Q1056515	Tycoon
Q1056563	Kintetsu Nagoya Line
Q10566	Saskatoon
Q105660	Holly Hunter
Q1056698	Newsies
Q1056710	First Love
Q1056727	Kansas City Confidential
Q105676	Karl Lauterbach
Q1056771	Patent Cooperation Treaty
Q1056780	Cesare Brandi
Q1056792	Born to the West
Q1056820	And Now Tomorrow
Q1056839	DirecTV
Q1056925	A Lady Without Passport
Q1056936	Star Dust
Q1056948	Al-Duhail SC
Q105695	AnnaSophia Robb
Q1056987	Sporting Toulon Var
Q1057015	Taken 2
Q105702	Dr. Strangelove
Q1057102	Hakushin Line
Q10571692	Lysekil Line
Q105719	Jean Harlow
Q1057263	Mexico–United States border
Q1057313	Tempest
Q1057349	Kintetsu Kyoto Line
Q105736	Heinrich Vogt
Q1057360	The Man in the Iron Mask
Q1057374	Small Town Girl
Q1057421	The Drag Net
Q1057432	The Cobweb
Q1057528	Rings on Her Fingers
Q1057537	The Babe Ruth Story
Q1057548	Serenade
Q105756	John Updike
Q10575793	2013 GP Ouest-France
Q105761	Klaus Buchner
Q1057674	Japan National Route 18
Q1057683	Japan National Route 17
Q1057729	Kintetsu Keihanna Line
Q1057732	New Moon
Q10577372	Marietta Canty
Q1057770	The Case of the Velvet Claws
Q1058005	Japan National Route 16
Q105801	Stargate
Q1058071	They Won't Forget
Q1058127	West Nippon Expressway Company
Q105817	Kevin Kline
Q1058171	Japan National Route 24
Q1058231	Only Yesterday
Q105825	William Hurt
Q105844	Arminia Bielefeld
Q1058461	La 1
Q1058477	The Neutral Zone
Q1058512	The Running Man
Q105853	Karlsruher SC
Q1058555	Lorenzo's Oil
Q105861	VfL Bochum
Q10588215	Moni, Cyprus
Q105883	Ulli Jansen
Q1058854	Ishinomaki Line
Q1058934	Tender Is the Night
Q1059164	Goal II: Living the Dream
Q1059186	FC Rotor Volgograd
Q1059199	Adam's Rib
Q1059200	Ban-etsu Expressway
Q1059295	Rawaki Island
Q105941	Myrna Loy
Q1059527	The Satan Bug
Q1059532	Volcano
Q105960	William Powell
Q10598	David James
Q1059866	Jōshin-etsu Expressway
Q105987	Charles Boyer
Q1059875	Jōban Expressway
Q1059893	Kan-Etsu Expressway
Q105993	Die Hard 2
Q106001	Maurice Chevalier
Q1060049	Rete Ferroviaria Italiana
Q1060127	Nadir Lamyaghri
Q1060150	Framed
Q10601548	Nobody's Darling
Q1060184	Mito HollyHock
Q1060241	Viva Las Vegas
Q1060262	Akita Expressway
Q1060298	The Turning Point
Q1060758	Adam Godley
Q1060803	Kyushu Expressway
Q1060998	Champ Island
Q1061	Gujarat
Q1061109	Bon Voyage!
Q1061233	L'Équipe Champion of Champions
Q1061257	112
Q1061539	Astro Boy
Q1061576	Trans-Canada Highway
Q1061696	Ventforet Kofu
Q106175	John Cusack
Q106182	X-Men
Q1061825	Lindy Ruff
Q106185	Claudia Kemfert
Q1062	Lake Ontario
Q1062065	The Locket
Q1062121	University of the South Pacific
Q106221	James Horner
Q1062259	Yokohama FC
Q106231	Daniel Webster
Q1062413	10244 Thüringer Wald
Q1062521	10251 Mulisch
Q106274	Legnica
Q106291	Academy Award for Best Supporting Actor
Q1063092	La Couyère
Q1063114	La Chapelle-Saint-Aubert
Q106316	Dead Poets Society
Q1063201	Saint-Étienne-en-Coglès
Q1063345	Guilberville
Q1063417	Kutch district
Q1063447	Charles Stark Draper Prize
Q1063525	The Defiant Ones
Q1063632	Keikyū Main Line
Q1063675	Keisei Main Line
Q1063863	Charles Butterworth
Q1063924	Odakyū Enoshima Line
Q106394	SC Freiburg
Q10640296	Sisikon railway station
Q1064074	Charles D. Walker
Q1064149	Charles D. Gemar
Q1064150	Glenmont station
Q106428	Apollo 13
Q1064297	Charles Esten
Q106440	Goldfinger
Q1064479	Charles G. Clarke
Q1064530	Jingle All the Way
Q106465	John Grisham
Q1064783	Calviac
Q1064795	Toden Arakawa Line
Q106481	Alan Rickman
Q1064838	The Family Stone
Q1064903	Wesley Ruggles
Q106506	The Fifth Element
Q1065133	Charles J. Precourt
Q106514	River Phoenix
Q1065201	Nothing to Lose
Q1065323	Charles Leickert
Q1065431	Jane Eyre
Q1065480	2013 Tour de France
Q1065554	2011 Tour of Beijing
Q1065578	2010 Eneco Tour
Q1065583	Potawatomi
Q1065612	Charles Nelson
Q106571	From Russia with Love
Q1065711	Sullivan's Travels
Q1065736	Theatricality
Q1065815	Charles Previn
Q1065829	Punisher: War Zone
Q106583	Bielsko-Biała
Q106588	Isar
Q1065988	Haijima Station
Q1066	Lake Superior
Q1066019	Charles Schnee
Q106624	Ahmed Zewail
Q1066246	Mako: Island of Secrets
Q1066372	Charles Wagenheim
Q1066440	Charles W. Field
Q106646	Wolfgang Heidenfeld
Q10664609	Scripps College
Q1066714	His Girl Friday
Q1066860	Charlie Chan in Egypt
Q1066873	Meet Me in St. Louis
Q1066910	Charlie Huddy
Q1067	Dante Alighieri
Q1067007	Charlie Schlatter
Q106706	Jeff Goldblum
Q1067370	Osaka Higashi Line
Q1067547	Pello Bilbao
Q106762	George Porter, Baron Porter of Luddenham
Q1067644	"Medal ""For the Defence of the Caucasus"""
Q1067748	Yotsubashi Line
Q106775	Richard Harris
Q1067750	Real Sociedad B
Q106789	Värmland County
Q106790	Cainta
Q1067927	Karasuyama Line
Q1068029	Chasers
Q1068063	National Gallery of Canada
Q106825	Rodriguez
Q106832	San Mateo
Q1068328	Hell's Angels
Q106834	Mirjam Pressler
Q1068351	East Nippon Expressway Company
Q106851	Hans Memling
Q10686	Belfast
Q1068641	Che!
Q106871	Die Hard with a Vengeance
Q1068727	2009–10 Football League Championship
Q1068952	St. Elsewhere
Q1068968	A King in New York
Q10690	Cardiff
Q106915	Södermanland County
Q1069318	Fribourg–Ins railway
Q106942	Candice Bergen
Q1069798	"Medal ""For the Defence of Moscow"""
Q106997	Jamie Lee Curtis
Q1070	Ahmedabad
Q1070027	Narita Line
Q1070308	Saint-Guinoux
Q1070333	University of Arkansas
Q1070380	Tressé
Q10704	Tórshavn
Q1070468	The Immigrant
Q1070484	A Dog's Life
Q107051	Andrea Barzagli
Q1070554	Stuart Little 2
Q1070557	Saint-Georges-de-Chesné
Q1070564	Chesapeake and Ohio Canal
Q1070649	Saint-Ouen-des-Alleux
Q107069	Chris O'Donnell
Q1070698	Chester Conklin
Q107071	Bartholomäus Kalb
Q1070732	Chester City F.C.
Q107076	Torsten Frings
Q1070844	Saint-Aubin-du-Pavail
Q1070884	Saint-M'Hervon
Q107089	Robert Enke
Q1070936	Romazy
Q1070951	Montours
Q10710	Posada
Q1071102	2001 Giro d'Italia
Q107126	Arlington County
Q1071320	2009–10 FA Cup
Q107135	Fredrikstad
Q1071402	Cheyenne Autumn
Q1071457	Ferrières
Q107146	Alameda County
Q107160	Wilhelm Niklas
Q107167	Sleepless in Seattle
Q1071742	Équeurdreville-Hainneville
Q107183	Johannes Aesticampianus
Q10719218	The Dude Goes West
Q107194	George Grosz
Q1071958	Chicago Hope
Q1072030	Chicago Wolves
Q1072120	Missile Technology Control Regime
Q1072156	Gignac
Q1072257	Saint-Clar
Q107226	The Bourne Ultimatum
Q10724	Jonathan Hogg
Q1072461	2008 Copa Libertadores
Q107249	Tony Shalhoub
Q1072666	North
Q107270	Lost in Translation
Q1072785	Soyuz TM-28
Q1072835	JR Tōzai Line
Q1072843	Don Hahn
Q10729295	Best of the Badmen
Q1072969	Chill Wills
Q1073011	Sagano Line
Q1073046	Ginza Line
Q107325	Bram Stoker's Dracula
Q1073379	Katamachi Line
Q1073390	Kitashinchi Station
Q107351	Hammerfest
Q10736	Ikechi Anya
Q1073617	Asahikawa Station
Q107365	Manuel Neuer
Q1073704	Kushiro Station
Q1073777	West Windsor Township
Q10738	Dwayne Johnson
Q1073868	Nick Adenhart
Q10738774	Jubilee Trail
Q107392	Tønsberg
Q107393	Isle of Skye
Q1073940	Morris Township
Q1073947	East Hanover
Q107396	Leikanger
Q1073964	Wakefield
Q1074025	Warringah
Q1074029	Miles Millar
Q107405	Lars Onsager
Q1074082	McMillan
Q1074088	Mayo
Q1074151	Barton
Q107419	Norman Foster Ramsey
Q107420	Sheldon Lee Glashow
Q107421	VfB Stuttgart II
Q1074233	Sasshō Line
Q1074252	Muroran Main Line
Q1074266	Chitose Line
Q107432	Charles Mingus
Q107450	Frank Wilczek
Q1074555	Margherita Caffi
Q1074564	Monthault
Q107462	Har Gobind Khorana
Q1074620	Guipry
Q1074650	Guignen
Q107473	Karl Barth
Q1074868	Chisum
Q1074980	Club Olimpo
Q107501	Sarcelles
Q1075089	Chiyoda Line
Q1075339	Ohio University
Q1075343	Metro Cebu
Q107545	Otto Scherzer
Q107566	Ludwig Jost
Q1075865	Chokri El Ouaer
Q1075934	Cholet Basket
Q107656	Jean Simmons
Q107667	John Young
Q1076779	Conference of European Schools for Advanced Engineering Education and Research
Q1076940	V
Q1076945	Chris Armstrong
Q1077	Star Trek: The Original Series
Q1077075	Chris Campoli
Q1077102	Martinsville
Q1077107	Chris Clark
Q107724	Thunderball
Q1077240	New Europe Bridge
Q1077242	Chris Govedaris
Q1077256	Chris Gratton
Q107730	Vince Vaughn
Q1077374	Son of Frankenstein
Q1077401	Chris Kelleher
Q1077414	Larry Murphy
Q1077421	Chris Kontos
Q1077467	Chris Lebenzon
Q1077482	Chris LiPuma
Q1077494	Chris Lindberg
Q1077549	Chris Messina
Q1077607	Walter Magnifico
Q107761	You Only Live Twice
Q1077628	Montiferru
Q1077635	Chris Parnell
Q107769	Luke Wilson
Q1077747	Chris Simon
Q1077749	Chris Snell
Q1077782	Chris Stewart
Q1077794	Chris Tancill
Q1077815	Chris VandeVelde
Q1077862	Chris Williams
Q1078084	Rocky
Q1078110	Chūō Main Line
Q107818	FC Energie Cottbus
Q1078478	LGV Interconnexion Est
Q10786	Ferentillo
Q107879	Michael Hagemeister
Q107894	On Her Majesty's Secret Service
Q1079	Breaking Bad
Q1079118	Christian Bäckman
Q107914	Diamonds Are Forever
Q1079204	Christian Clemenson
Q107933	Jim Belushi
Q10794	Ficulle
Q107940	Star Trek: The Motion Picture
Q1079463	Gold Diggers of 1935
Q107973	Bailey County
Q1079859	Christian Giménez
Q10798873	Kensico Cemetery
Q10799	Giove
Q1079957	Martial Champion
Q10800	Bundesautobahn 31
Q108006	Speed
Q1080136	2010–11 Serie B
Q1080223	Danese Cattaneo
Q108025	Sarpsborg
Q108031	Gjøvik
Q10804	Bundesautobahn 38
Q108047	Kern County
Q10805	Bundesautobahn 39
Q108053	San Bernardino County
Q108058	Contra Costa County
Q108067	Sonoma County
Q108072	Monterey County
Q108077	Alpine County
Q108083	Solano County
Q108087	Mendocino County
Q108093	El Dorado County
Q1080952	Nedo Sonetti
Q108101	San Mateo County
Q108106	Santa Barbara County
Q108111	Riverside County
Q108117	Marin County
Q1081181	Romeo and Juliet
Q108122	Santa Cruz County
Q108127	Ventura County
Q108131	Sacramento County
Q108137	Napa County
Q10814	Guardea
Q108143	San Diego County
Q1081654	Christian Ruud
Q1081656	Christian Ruuttu
Q108183	2011 FIFA Women's World Cup
Q1082039	Umberto Scapagnini
Q10820438	Andrej Nestrasil
Q1082213	Christian Wagner
Q1082266	Cantoin
Q10823	Lugnano in Teverina
Q1082451	Plélo
Q1082454	Aurelle-Verlac
Q1082479	5196 Bustelli
Q1082502	Leonia
Q1082539	Auzat
Q1082635	Rouvenac
Q1082663	10249 Harz
Q108270	Warwick Davis
Q108283	Alan Arkin
Q1082849	Populous
Q1082954	Stéphane Ostrowski
Q108297	Spartacus
Q1083	Salerno
Q10830	Montecastrilli
Q108301	Maurice Utrillo
Q1083012	10245 Inselsberg
Q1083184	Pradelles-en-Val
Q1083412	Johnny Handsome
Q108347	Walter Romberg
Q1083478	Viella
Q1083500	Sarcos
Q1083526	Miélan
Q10835711	Fort Snelling
Q108366	Gregory Peck
Q108391	Anderson County
Q1083986	Maria-Antonietta Macciocchi
Q108403	Clark County
Q1084074	Mystery Men
Q108408	Albany County
Q1084121	St Kilda Football Club
Q1084171	Laurabuc
Q108418	Cook County
Q10842	Montecchio
Q10842743	Dawn at Socorro
Q10842955	Ten Wanted Men
Q1084329	Gourbit
Q108448	Santiago
Q1084640	Ventnor City
Q1084645	Le Mas-d'Azil
Q1084791	2009 Russian Premier League
Q108499	San Joaquin County
Q1085	Prague
Q108503	Stanislaus County
Q108510	James Garner
Q1085121	The FBI Story
Q10852	Montefranco
Q108525	The Untouchables
Q1085254	Miklós Kovács
Q10853	Bundesautobahn 96
Q108534	Andrews County
Q10856870	The Quiet Gun
Q1085697	Saint-Disdier
Q10857017	In the Flesh
Q10858	Montegabbione
Q108586	The Proposal
Q10859453	Day of the Badman
Q108607	Culberson County
Q10860995	Naomichi Ueda
Q108612	Bowie County
Q108618	Orange County
Q1086189	Nebula Award for Best Novella
Q10862	Monteleone d'Orvieto
Q108622	Talia Shire
Q108624	Diethard Tautz
Q1086291	Christophe Beck
Q10862954	Massacre River
Q10863001	Long Beach City College
Q10863427	Meet Me After the Show
Q10866	Narni
Q1086712	Florham Park
Q1086745	Christopher Higgins
Q108679	Ruda Śląska
Q1086963	Mireval-Lauragais
Q10870	Otricoli
Q10871	Steph Houghton
Q1087121	Orange
Q108723	2011–12 Fußball-Bundesliga
Q108745	Ghostbusters
Q108753	Friedrich Baethgen
Q1087545	L'Oudon
Q1087561	LGV Rhin-Rhône
Q10877	Parrano
Q1087730	Vicdessos
Q108774	Star Trek: Deep Space Nine
Q108788	Adams County
Q108798	Adams County
Q10880	Penna in Teverina
Q108807	Bent Larsen
Q10882	Polino
Q108832	Cherokee County
Q108842	Cherokee County
Q108851	Alexander County
Q108856	Calhoun County
Q108861	King County
Q1088667	Roquefort-sur-Garonne
Q1088678	Balesta
Q1088683	Saint-Michel
Q1088702	Arlos
Q108871	Butler County
Q1088742	Any Old Port!
Q1088815	Southeast Region
Q108891	Robert W. Holley
Q1089010	The Inspector General
Q1089159	Chuck Kobasew
Q1089188	Chuck Person
Q108935	Mary Steenburgen
Q108941	Carrie Fisher
Q108946	A Few Good Men
Q10895	San Gemini
Q1089519	Born to Kill
Q108966	Mandal
Q108988	Kongsberg
Q1089907	Ali Mabkhout
Q108999	Røros
Q1090022	Alias Jesse James
Q109005	Sandefjord
Q10901	San Venanzo
Q109010	Solna Municipality
Q1090108	Big Trouble
Q109021	Moss
Q109025	Hitra
Q1090313	Drums Across the River
Q1090390	This Is 40
Q109042	Halden
Q109048	Horten
Q109061	Guido Reni
Q1090658	Thunder Bay
Q10907	Stroncone
Q1090774	Diane Webber
Q1090911	STS-111
Q109116	The Great Dictator
Q1091168	Showtime
Q1091172	Of Mice and Men
Q1091207	Chugoku Expressway
Q1091276	Chūō Expressway
Q1091295	Chūō-Sōbu Line
Q1091344	The Painted Veil
Q10914	Rachel Williams
Q109140	Elverum
Q10914562	Eduard Prades
Q109150	Cass County
Q1091580	The Island of Dr. Moreau
Q109170	Brown County
Q109188	Pelotas
Q1092	Star Trek
Q109209	Loving County
Q109215	Orange County
Q109232	Rosanna Arquette
Q1092399	Tin Cup
Q109243	Karl Fuchs
Q1092612	Lega Nazionale Professionisti
Q10927	Sant Climent Sescebes
Q109270	Hardin County
Q10927335	Japan National Route 119
Q109284	Beaver County
Q109293	Glasscock County
Q1092932	Circus World
Q1092945	Battlefield 2: Modern Combat
Q1093	Limburg
Q109303	Dallam County
Q109308	Hamilton County
Q1093085	The Big Heat
Q109312	Gray County
Q1093162	Ayguatébia-Talau
Q1093219	Davy Crockett, King of the Wild Frontier
Q109322	Else Ackermann
Q109324	Christopher Lloyd
Q1093269	The Omega Directive
Q1093283	The Green Years
Q109331	Back to the Future Part II
Q10933625	Loïc Vliegen
Q10933704	The Adventurers
Q1093391	Mulholland Falls
Q1093425	RKO 281
Q1093564	Pasquale Vivolo
Q1093611	Roger Cross
Q10937006	2013–14 Eredivisie
Q1093910	City College of New York
Q1094020	City Slickers
Q1094144	Benqué
Q109418	Anton Baumstark
Q109428	Diego Ribas da Cunha
Q1094286	Mateusz Klich
Q1094342	Beyrède-Jumet
Q109437	Barbour County
Q109442	Albany County
Q109457	Grayson County
Q109463	Richard Mentor Johnson
Q1094655	Le Bourg-Saint-Léonard
Q109469	Askim
Q109475	Hobøl
Q10948282	Evionnaz railway station
Q109483	Kristiansund Municipality
Q10948797	La Tour-de-Peilz railway station
Q109489	Berlevåg
Q10949258	2013 Giro di Lombardia
Q109494	Odda
Q109499	Kongsvinger
Q1095	Limburg
Q109501	Richard von Helmholtz
Q109503	Big Horn County
Q1095113	San Jose Earthquakes
Q109512	Calhoun County
Q10951368	St-Maurice railway station
Q109518	Bureau County
Q10952194	Territet railway station
Q109522	Ginnifer Goodwin
Q1095259	Song of Love
Q10952886	Vernayaz railway station
Q10952909	Vevey-Funi railway station
Q10952911	Veytaux-Chillon railway station
Q1095324	Couvains
Q1095435	Clarence Gilyard
Q109553	Renato Dulbecco
Q109564	Rope
Q1095699	Clark Gillies
Q109572	Hermann Pünder
Q1095839	Clarke Wilm
Q1096067	Kiska
Q1096195	Le Boulvé
Q109626	DuPage County
Q109631	Clay County
Q109641	Box Elder County
Q109646	Hansford County
Q10965	Ebro
Q109651	Humboldt County
Q109656	San Benito County
Q109661	Madera County
Q109665	Baker County
Q109670	Inyo County
Q109681	Nevada County
Q109686	Tulare County
Q109690	Merced County
Q109695	Modoc County
Q1097	Berlin Hauptbahnhof
Q109705	Tehama County
Q109709	Yolo County
Q109756	Boone County
Q109761	Brown County
Q109767	The Blues Brothers
Q109773	Teutoburg Forest
Q109779	Cochran County
Q10978710	2013 Tour of California
Q109790	Cache County
